INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1, 1, 'SWASTA', 690374, 'Penelitian yang mantap', '2020-12-01', '2021-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1027, 27, 'PENELITIAN DOKTOR', 368779, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1028, 28, 'SWASTA', 465985, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1029, 29, 'PENELITIAN DOKTOR', 287377, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1030, 30, 'PENELITIAN MAHASISWA', 474776, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1031, 31, 'BUMN', 274806, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1032, 32, 'PENELITIAN KESEHATAN', 380962, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1033, 33, 'SWASTA', 520031, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1034, 34, 'PENELITIAN TESIS', 388494, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1035, 35, 'PENELITIAN KESEHATAN', 414325, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1036, 36, 'PENELITIAN MAHASISWA', 367877, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1037, 37, 'PENELITIAN DINKES', 522195, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1038, 38, 'BUMN', 489933, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1039, 39, 'PENELITIAN MAHASISWA', 314249, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1040, 40, 'BUMN', 631942, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1041, 41, 'PENELITIAN KESEHATAN', 464865, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1042, 42, 'BUMN', 592741, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1043, 43, 'PENELITIAN KESEHATAN', 697522, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1044, 44, 'PENELITIAN DOKTOR', 598653, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1045, 45, 'BUMN', 351754, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1046, 46, 'BUMN', 310474, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1047, 47, 'PENELITIAN KESEHATAN', 592749, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1048, 48, 'PENELITIAN DOKTOR', 672179, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1049, 49, 'SWASTA', 546647, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1020, 20, 'SWASTA', 410969, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1050, 50, 'PENELITIAN MAHASISWA', 534493, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1051, 51, 'SWASTA', 444655, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1052, 52, 'BUMN', 511503, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1053, 53, 'SWASTA', 465736, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1054, 54, 'SWASTA', 531046, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1055, 55, 'BUMN', 335404, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1056, 56, 'PENELITIAN TESIS', 420984, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1057, 57, 'PENELITIAN TESIS', 437586, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1058, 58, 'PENELITIAN DINKES', 519678, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1059, 59, 'SWASTA', 475281, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1060, 60, 'BUMN', 679038, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1061, 61, 'BUMN', 484623, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1062, 62, 'SWASTA', 622410, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1063, 63, 'SWASTA', 254126, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1064, 64, 'PENELITIAN DINKES', 532974, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1065, 65, 'PENELITIAN TESIS', 512298, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1066, 66, 'SWASTA', 563634, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1067, 67, 'PENELITIAN DINKES', 689529, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1005, 5, 'PENELITIAN DINKES', 331335, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1070, 70, 'BUMN', 286149, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1071, 71, 'PENELITIAN DINKES', 621645, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1072, 72, 'PENELITIAN MAHASISWA', 250979, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1073, 73, 'PENELITIAN DINKES', 472227, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1074, 74, 'BUMN', 383748, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1075, 75, 'PENELITIAN DOKTOR', 548912, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1076, 76, 'PENELITIAN KESEHATAN', 653484, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1077, 77, 'PENELITIAN KESEHATAN', 668503, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1078, 78, 'BUMN', 352933, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1079, 79, 'PENELITIAN DOKTOR', 691598, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1080, 80, 'PENELITIAN KESEHATAN', 416584, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1081, 81, 'PENELITIAN TESIS', 629510, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1082, 82, 'PENELITIAN DINKES', 352611, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1083, 83, 'PENELITIAN KESEHATAN', 335242, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1084, 84, 'PENELITIAN DOKTOR', 493995, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1085, 85, 'PENELITIAN KESEHATAN', 527475, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1086, 86, 'SWASTA', 296054, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1087, 87, 'PENELITIAN DOKTOR', 327533, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1088, 88, 'PENELITIAN KESEHATAN', 452046, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1089, 89, 'PENELITIAN DINKES', 469991, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1090, 90, 'BUMN', 305214, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1091, 91, 'PENELITIAN DINKES', 339610, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1068, 68, 'PENELITIAN DOKTOR', 642018, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1093, 93, 'PENELITIAN DINKES', 431358, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1094, 94, 'PENELITIAN KESEHATAN', 695697, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1095, 95, 'PENELITIAN DINKES', 327301, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1096, 96, 'SWASTA', 397152, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1097, 97, 'PENELITIAN KESEHATAN', 295562, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1092, 92, 'PENELITIAN DINKES', 433351, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1069, 69, 'PENELITIAN DINKES', 594160, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1099, 99, 'PENELITIAN DINKES', 265121, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1101, 101, 'SWASTA', 372835, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1102, 102, 'PENELITIAN MAHASISWA', 463854, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1103, 103, 'PENELITIAN DINKES', 285858, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1104, 104, 'PENELITIAN TESIS', 443061, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1105, 105, 'SWASTA', 527538, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1106, 106, 'PENELITIAN DOKTOR', 455053, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1021, 21, 'SWASTA', 432227, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1108, 108, 'PENELITIAN TESIS', 485756, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1109, 109, 'BUMN', 282104, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1110, 110, 'PENELITIAN TESIS', 684838, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1111, 111, 'SWASTA', 377425, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1112, 112, 'BUMN', 551848, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1113, 113, 'PENELITIAN MAHASISWA', 674037, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1114, 114, 'PENELITIAN TESIS', 475873, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1115, 115, 'BUMN', 675348, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1116, 116, 'PENELITIAN DINKES', 577138, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1117, 117, 'PENELITIAN DINKES', 527627, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1118, 118, 'PENELITIAN TESIS', 538229, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1119, 119, 'BUMN', 320235, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1120, 120, 'PENELITIAN DINKES', 462198, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1121, 121, 'PENELITIAN DOKTOR', 531824, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1122, 122, 'PENELITIAN TESIS', 351449, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1123, 123, 'SWASTA', 255708, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1124, 124, 'PENELITIAN TESIS', 562894, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1125, 125, 'BUMN', 462204, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1126, 126, 'BUMN', 509249, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1127, 127, 'PENELITIAN TESIS', 647083, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1128, 128, 'PENELITIAN MAHASISWA', 454131, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
INSERT INTO daftar_harga_layanan (dhl_id, kep_id, dhl_nama, dhl_biaya, dhl_deksripsi, dhl_hargavalidstart, dhl_hargavalidend) VALUES (1129, 129, 'PENELITIAN KESEHATAN', 517270, 'Penelitian yang mantap', '2021-01-16', '2025-01-15')
